 1/ 1/1979	42D9 1PJJ -
 4/23/2008	1949 4261  
 4/25/2008	19J9 4261  
 4/28/2008	1A69 4261  
 4/30/2008	1AP9 4261  
 5/ 1/2008	1AP9 426J  
 5/ 2/2008	14E9 426J  
 5/ 3/2008	14E9 426J +
 5/ 4/2008	1559 426J +
 5/ 6/2008	15L9 426J +
 5/ 8/2008	1679 426J +
 5/10/2008	1J39 426J +
 5/11/2008	1JE9 426J +
 5/13/2008	1L59 426J +
 5/15/2008	1LL9 426J +
 5/18/2008	1P79 426J +
 5/20/2008	2009 426J +
 5/21/2008	2009 426L  
 5/23/2008	2099 426L  
 5/25/2008	2129 427A  
 5/28/2008	21D9 427A  
 5/30/2008	1D89 427A  
 6/ 1/2008	1E19 427A  
 6/ 3/2008	1EA9 427A  
 6/ 5/2008	1J39 427A  
 6/ 7/2008	1JE9 427A  
 6/ 9/2008	1L59 427A  
 6/11/2008	1LL9 427A  
 6/14/2008	1P79 427A  
 6/16/2008	2009 427A  
 6/18/2008	2009 4286  
 6/19/2008	2099 4286  
 6/21/2008	2129 4287 -
 6/24/2008	21D9 4287 -
 6/26/2008	1D89 4287 -
 6/28/2008	1E19 4287 -
 6/30/2008	1EA9 4287 -
 7/ 2/2008	23P9 4287 -
 7/ 4/2008	2489 4287 -
 7/ 6/2008	2519 4287 -
 7/ 9/2008	25A9 4287 -
 7/11/2008	2639 4287  
 7/13/2008	2639 4293  
 7/14/2008	26E9 4293  
 7/16/2008	2759 4293  
 7/19/2008	27L9 4293  
 7/21/2008	2879 4293  
 7/22/2008	2879 4294 -
 7/23/2008	2249 4294 -
 7/26/2008	22J9 4294  
 7/28/2008	2369 4294  
 7/30/2008	23P9 4294  
 8/ 1/2008	2489 4294  
 8/ 3/2008	2519 4294  
 8/ 5/2008	25A9 4294  
 8/ 6/2008	25A9 42A0  
 8/ 7/2008	2639 42A0  
 8/10/2008	26E9 42A0 +
 8/12/2008	2759 42A0 +
 8/15/2008	27L9 42A0 +
 8/17/2008	2879 42A0 +
 8/19/2008	2P39 42A0 +
 8/20/2008	2909 42A0 +
 8/22/2008	2999 42A0 +
 8/23/2008	2999 42A1  
 8/24/2008	2A29 42A1  
 8/26/2008	2AD9 42A1  
 8/28/2008	2D49 42A1  
 8/29/2008	2D49 42A1 +
 8/30/2008	2DJ9 42A1 +
 8/31/2008	2DJ9 42AJ +
 9/ 1/2008	2E69 42AJ +
 9/ 4/2008	2EP9 42AJ +
 9/ 6/2008	2J89 42AJ +
 9/ 9/2008	2L19 42AJ +
 9/11/2008	2LA9 42AJ +
 9/14/2008	2P39 42AJ +
 9/16/2008	2909 42AJ +
 9/18/2008	2999 42AJ +
 9/20/2008	2A29 42AJ +
 9/22/2008	2AD9 42AJ +
 9/23/2008	2AD9 42AL  
 9/24/2008	2D49 42DA  
 9/27/2008	2DJ9 42DA  
 9/29/2008	2E69 42DA  
10/ 1/2008	2EP9 42DA  
10/ 4/2008	3449 42DA  
10/ 6/2008	34J9 42DA  
10/ 9/2008	3569 42DA  
10/11/2008	35P9 42DA  
10/13/2008	2PE9 42DA  
10/15/2008	3059 42DA  
10/17/2008	30L9 42DA  
10/19/2008	3179 42E6  
10/22/2008	3209 42E6  
10/23/2008	3209 42E7 -
10/24/2008	3299 42E7 -
10/26/2008	3329 42E7 -
10/28/2008	33D9 42E7 -
10/31/2008	3449 42E7 -
11/ 2/2008	34J9 42E7 -
11/ 5/2008	3569 42E7  
11/ 7/2008	35P9 42E7  
11/10/2008	2PE9 42E7  
11/12/2008	3059 42E7  
11/13/2008	3059 42J3  
11/14/2008	30L9 42J3  
11/16/2008	3839 42J3  
11/18/2008	38E9 42J3  
11/20/2008	3959 42J3  
11/22/2008	39L9 42J4 -
11/23/2008	39L9 42J4  
11/25/2008	3A79 42J4  
11/27/2008	3D09 42J4  
11/30/2008	3D99 42J4  
12/ 2/2008	3E29 42J4  
12/ 5/2008	3ED9 42J4  
12/ 7/2008	3689 42J4  
12/ 8/2008	3689 42L0  
12/ 9/2008	3719 42L0  
12/11/2008	37A9 42L0  
12/12/2008	37A9 42L0 +
12/13/2008	3839 42L0 +
12/15/2008	38E9 42L0 +
12/17/2008	3959 42L0 +
12/20/2008	39L9 42L0 +
12/22/2008	3A79 42L1  
12/24/2008	3D09 42L1  
12/27/2008	4259 42L1  
12/30/2008	42L9 42L1  
 1/ 1/2009	4379 42L1 +
 1/ 3/2009	3J49 42L1 +
 1/ 4/2009	3J49 42LJ +
 1/ 6/2009	3JJ9 49AJ +
 1/ 8/2009	3L69 49AJ +
 1/10/2009	3LP9 49AJ +
 1/12/2009	3P89 49AJ +
 1/14/2009	4019 49AJ +
 1/16/2009	40A9 49AJ +
 1/18/2009	4139 49AJ +
 1/20/2009	4139 49AL  
 1/21/2009	41E9 49AL -
 1/23/2009	4259 49AL -
 1/26/2009	42L9 49AL -
 1/28/2009	4379 49AL -
 1/31/2009	3J49 49AL -
 2/ 2/2009	3JJ9 49AL -
 2/ 3/2009	3JJ9 492A -
 2/ 4/2009	3L69 492A -
 2/ 5/2009	4529 492A -
 2/ 6/2009	45D9 492A -
 2/ 8/2009	4649 492A -
 2/10/2009	46J9 492A -
 2/12/2009	4769 492A -
 2/15/2009	47P9 492A  
 2/17/2009	4889 492A  
 2/19/2009	4889 492D -
 2/20/2009	4919 492D -
 2/22/2009	49A9 492D -
 2/25/2009	4A39 492D -
 2/27/2009	4409 492D -
 3/ 1/2009	4499 492D -
 3/ 3/2009	4529 492D -
 3/ 5/2009	45D9 492D -
 3/ 8/2009	4649 492D -
 3/ 9/2009	4649 492D  
 3/10/2009	46J9 492D  
 3/12/2009	4769 492D  
 3/14/2009	47P9 492D  
 3/15/2009	4LD9 492D  
 3/16/2009	4P49 492D  
 3/19/2009	4PJ9 492D  
 3/20/2009	4PJ9 4920 -
 3/21/2009	5069 4920 -
 3/24/2009	50P9 4920 -
 3/26/2009	4AE9 4920  
 3/28/2009	4D59 4920  
 3/31/2009	4DL9 4920  
 4/ 2/2009	4E79 4920  
 4/ 4/2009	4J09 4920  
 4/ 6/2009	4J99 4920  
 4/ 8/2009	4L29 4920  
 4/10/2009	4LD9 4920 +
 4/12/2009	4LD9 49A4 +
 4/13/2009	4P49 49A4 +
 4/15/2009	4PJ9 49A4 +
 4/18/2009	5069 49A4 +
 4/20/2009	50P9 49A5  
 4/23/2009	0089 49A5  
 4/24/2009	0089 4921  
 4/25/2009	0119 4921  
 4/27/2009	01A9 4921  
 4/29/2009	0239 4921  
 5/ 1/2009	02E9 4921 +
 5/ 3/2009	0359 4921 +
 5/ 5/2009	03L9 4921 +
 5/ 8/2009	0479 4921 +
 5/10/2009	0509 4921 +
 5/13/2009	0599 4921 +
 5/14/2009	0599 4921  
 5/15/2009	0629 4921  
 5/18/2009	06D9 4921  
 5/20/2009	0089 4921  
 5/21/2009	0089 4922 -
 5/22/2009	0119 4922 -
 5/24/2009	01A9 4922 -
 5/26/2009	0239 4922 -
 5/28/2009	02E9 4922 -
 5/30/2009	0359 4922 -
 6/ 1/2009	0A19 4922 -
 6/ 2/2009	0AA9 4922 -
 6/ 4/2009	0D39 4922 -
 6/ 6/2009	0DE9 492L -
 6/ 9/2009	0E59 492L -
 6/11/2009	0EL9 492L -
 6/14/2009	0J79 492L  
 6/16/2009	0749 492L  
 6/19/2009	07J9 492L  
 6/21/2009	0869 492P -
 6/23/2009	08P9 492P -
 6/25/2009	0989 492P -
 6/27/2009	0A19 492P -
 6/29/2009	0AA9 492P -
 7/ 1/2009	0D39 492P -
 7/ 4/2009	0DE9 492P  
 7/ 5/2009	0DE9 493D  
 7/ 6/2009	0E59 493D  
 7/ 9/2009	0EL9 493D  
 7/11/2009	0J79 493D  
 7/12/2009	1439 493D  
 7/14/2009	0L09 493D  
 7/16/2009	0L99 493D  
 7/18/2009	0P29 493D +
 7/20/2009	0PD9 493D +
 7/22/2009	1049 493D +
 7/23/2009	1049 493E  
 7/24/2009	10J9 493E  
 7/26/2009	1169 493E  
 7/28/2009	11P9 493E  
 7/31/2009	1289 493E  
 8/ 1/2009	1289 4948  
 8/ 2/2009	1319 4948  
 8/ 3/2009	1319 4948 +
 8/ 5/2009	13A9 4948 +
 8/ 7/2009	1439 4948 +
 8/10/2009	0L09 4948 +
 8/12/2009	0L99 4948 +
 8/14/2009	0P29 4948 +
 8/17/2009	0PD9 4948 +
 8/19/2009	1049 4948 +
 8/21/2009	10J9 4948 +
 8/23/2009	1169 4949  
 8/25/2009	11P9 4949  
 8/26/2009	18D9 4949 +
 8/27/2009	1949 4955 +
 8/30/2009	19J9 4955 +
 9/ 1/2009	1A69 4955 +
 9/ 4/2009	1AP9 4955 +
 9/ 6/2009	14E9 4955 +
 9/ 8/2009	1559 4955 +
 9/11/2009	15L9 4955 +
 9/13/2009	1679 4955 +
 9/15/2009	1709 4955 +
 9/17/2009	1799 4955 +
 9/18/2009	1799 4955  
 9/19/2009	1829 4955  
 9/21/2009	18D9 4961  
 9/23/2009	1949 4962 -
 9/26/2009	19J9 4962 -
 9/28/2009	1A69 4962 -
10/ 1/2009	1AP9 4962 -
10/ 3/2009	14E9 4962 -
10/ 6/2009	1559 4962 -
10/ 8/2009	15L9 4962 -
10/10/2009	1679 4962  
10/12/2009	1709 4962  
10/14/2009	1799 4962  
10/15/2009	1799 496L  
10/16/2009	1829 496L  
10/17/2009	1LL9 496L  
10/19/2009	1P79 496L  
10/21/2009	2009 496L  
10/23/2009	2099 496P -
10/26/2009	2129 496P -
10/28/2009	21D9 496P  
10/30/2009	21DA 496P  
10/31/2009	1D8A 496P  
11/ 2/2009	1E1A 496P  
11/ 4/2009	1EAA 496P  
11/ 6/2009	1J3A 496P  
11/ 8/2009	1JEA 497D  
11/11/2009	1L5A 497D  
11/13/2009	1LLA 497D  
11/15/2009	1P7A 497D  
11/16/2009	1P7A 497D +
11/17/2009	200A 497D +
11/20/2009	209A 497D +
11/22/2009	212A 497E  
11/25/2009	21DA 497E  
11/27/2009	1D8A 497E  
11/29/2009	1E1A 497E  
12/ 2/2009	1EAA 4988  
12/ 4/2009	1J3A 4988  
12/ 6/2009	1JEA 4988 +
12/ 8/2009	1L5A 4988 +
12/10/2009	1LLA 4988 +
12/12/2009	1P7A 4988 +
12/15/2009	200A 4988 +
12/17/2009	209A 4988 +
12/19/2009	212A 4988 +
12/22/2009	21DA 4989  
12/24/2009	1D8A 4989  
12/26/2009	1D8A 4995  
12/27/2009	1E1A 4995  
12/29/2009	1EAA 4995  
12/31/2009	1J3A 4995  
 1/ 2/2010	1JEA 4995  
 1/ 4/2010	1L5A 4995  
 1/ 6/2010	1LLA 4995  
 1/ 8/2010	1P7A 4995  
 1/11/2010	200A 4995  
 1/13/2010	209A 4995  
 1/16/2010	212A 4995  
 1/18/2010	21DA 5055  
 1/19/2010	21DA 5061  
 1/20/2010	21DA 5062 -
 1/21/2010	1D8A 5062 -
 1/23/2010	1E1A 5062 -
 1/25/2010	1EAA 5062 -
 1/28/2010	1J3A 5062 -
 1/30/2010	1JEA 5062 -
 2/ 1/2010	1L5A 5062 -
 2/ 3/2010	1LLA 5062 -
 2/ 5/2010	1P7A 5062 -
 2/ 7/2010	200A 5062 -
 2/ 9/2010	209A 5062 -
 2/10/2010	209A 5062  
 2/12/2010	212A 506L  
 2/15/2010	21DA 506L  
 2/17/2010	1D8A 506L  
 2/19/2010	1E1A 506P -
 2/22/2010	1EAA 506P -
 2/24/2010	1J3A 506P -
 2/26/2010	1JEA 506P -
 2/28/2010	1L5A 506P -
 3/ 2/2010	1LLA 506P  
 3/ 4/2010	1P7A 506P  
 3/ 6/2010	200A 506P  
 3/ 8/2010	200A 4PLD  
 3/ 9/2010	209A 4PLD  
 3/11/2010	212A 4PLD  
 3/14/2010	21DA 4PLD  
 3/16/2010	1D8A 4PLD  
 3/18/2010	1D8A 4PLD +
 3/19/2010	1E1A 4PLD +
 3/21/2010	1EAA 4PL0  
 3/23/2010	1J3A 4PL0  
 3/25/2010	1JEA 4PL0  
 3/27/2010	1L5A 4PL0  
 3/29/2010	1LLA 4PL0  
 4/ 1/2010	1P7A 4PLE  
 4/ 3/2010	200A 4PLE +
 4/ 5/2010	209A 4PLE +
 4/ 8/2010	2129 4PLE +
 4/10/2010	21D9 4PLE +
 4/13/2010	1D89 4PLE +
 4/15/2010	1E19 4PLE +
 4/17/2010	1EA9 4PLE +
 4/19/2010	1J39 4PLE +
 4/20/2010	1J39 4PLJ  
 4/22/2010	1JE9 4PLJ  
 4/24/2010	1L59 4PLJ  
 4/25/2010	1L59 4PP9  
 4/26/2010	1LL9 4PP9  
 4/28/2010	1P79 4PP9  
 4/30/2010	2009 4PP9  
 5/ 2/2010	2099 4PP9  
 5/ 5/2010	2129 4PP9  
 5/ 7/2010	21D9 4PP9  
 5/10/2010	1D89 4PP9  
 5/12/2010	1E19 4PP9  
 5/15/2010	1EA9 4PP9  
 5/17/2010	1J39 4PP9  
 5/19/2010	1JE9 4PP9  
 5/20/2010	1JE9 5005  
 5/21/2010	1L59 5006 -
 5/23/2010	1LL9 5006 -
 5/25/2010	1P79 5006 -
 5/27/2010	2009 5006 -
 5/28/2010	1P85 5006 -
 5/30/2010	2015 5006 -
 6/ 1/2010	20A5 5006 -
 6/ 4/2010	2135 5006 -
 6/ 6/2010	1D05 05E6 -
 6/ 7/2010	21E5 05E6 -
 6/ 9/2010	2255 05E6 -
 6/10/2010	2255 05E6  
 6/11/2010	22L5 05E6  
 6/13/2010	2375 05E6  
 6/14/2010	2375 05J2  
 6/15/2010	2405 05J2  
 6/17/2010	2495 05J2  
 6/19/2010	2525 05J2  
 6/21/2010	2525 05J3 -
 6/22/2010	25D5 05J3 -
 6/24/2010	2645 05J3 -
 6/25/2010	2645 05J3  
 6/26/2010	26J5 05J3  
 6/29/2010	2765 05J3  
 7/ 1/2010	27P5 05J3  
 7/ 4/2010	21E5 05J3  
 7/ 6/2010	2255 05J3  
 7/ 8/2010	22L5 05J3  
 7/10/2010	2375 05JP +
 7/13/2010	2405 05JP +
 7/15/2010	2495 05JP +
 7/17/2010	2525 05JP +
 7/19/2010	25D5 05JP +
 7/21/2010	2645 05JP +
 7/22/2010	2646 05JP +
 7/23/2010	26J6 05L0  
 7/26/2010	2766 05L0  
 7/28/2010	27P6 05L0 +
 7/30/2010	2LD6 05L0 +
 7/31/2010	2886 05L0 +
 8/ 2/2010	2916 05L0 +
 8/ 5/2010	29A6 05L0 +
 8/ 7/2010	2A36 05LE +
 8/ 9/2010	2AE6 05LE +
 8/11/2010	2D56 05LE +
 8/13/2010	2DL6 05LE +
 8/14/2010	2E6A 05LE +
 8/15/2010	2EPA 05LE +
 8/17/2010	2J8A 05LE +
 8/20/2010	2L1A 05LE +
 8/22/2010	2LAA 05LE +
 8/23/2010	2LAA 05LJ  
 8/25/2010	2P3A 05LJ  
 8/27/2010	290A 05LJ  
 8/30/2010	299A 05LJ  
 9/ 1/2010	2A2A 05LJ  
 9/ 3/2010	2ADA 05LJ  
 9/ 5/2010	2D4A 05LJ  
 9/ 7/2010	2DJA 05LJ  
 9/ 9/2010	2E6A 5039  
 9/11/2010	2EPA 5039  
 9/14/2010	2J8A 5039  
 9/15/2010	344A 5039  
 9/16/2010	34JA 5039  
 9/18/2010	356A 5039  
 9/21/2010	35PA 5039  
 9/23/2010	2PEA 503A -
 9/26/2010	305A 503A -
 9/28/2010	30LA 503A -
10/ 1/2010	317A 503A -
10/ 3/2010	320A 503A -
10/ 4/2010	320A 503A  
10/ 5/2010	329A 503A  
10/ 7/2010	332A 503A  
10/ 9/2010	33DA 503A  
10/11/2010	344A 503A  
10/13/2010	34JA 503A  
10/16/2010	356A 503A  
10/18/2010	35PA 503A  
10/21/2010	2PEA 503A +
10/23/2010	305A 503A +
10/24/2010	305A 503D  
10/25/2010	30LA 503D  
10/28/2010	383A 503D  
10/30/2010	38EA 503D  
11/ 1/2010	395A 503D  
11/ 3/2010	39LA 503D  
11/ 5/2010	3A7A 503D  
11/ 7/2010	3D0A 503D  
11/ 8/2010	3D0A 502P  
11/ 9/2010	3D0A 502P +
11/10/2010	3D9A 502P +
11/12/2010	3E2A 502P +
11/14/2010	3EDA 502P +
11/17/2010	368A 502P +
11/19/2010	371A 502P +
11/22/2010	37AA 5030  
11/24/2010	383A 5030  
11/26/2010	38EA 5030  
11/28/2010	395A 5030  
11/30/2010	395A 503E  
12/ 1/2010	39LA 503E +
12/ 3/2010	3A7A 503E +
12/ 5/2010	3D0A 503E +
12/ 7/2010	3D9A 503E +
12/ 8/2010	425A 503E +
12/ 9/2010	42LA 503E +
12/12/2010	437A 503E +
12/14/2010	3J4A 503E +
12/17/2010	3JJA 503E +
12/19/2010	3L6A 503E  
12/21/2010	3LPA 503E  
12/22/2010	3LPA 503J -
12/24/2010	3P8A 503J -
12/26/2010	401A 503J -
12/28/2010	40AA 503J -
12/30/2010	413A 503J -
 1/ 1/2011	41EA 503J -
 1/ 3/2011	425A 503J -
 1/ 6/2011	42LA 503J -
 1/ 8/2011	437A 5049 -
 1/11/2011	3J4A 5049 -
 1/13/2011	3JJA 5049  
 1/16/2011	452A 5049  
 1/18/2011	45DA 5049  
 1/20/2011	464A 504A -
 1/22/2011	46JA 504A -
 1/23/2011	46JA 060A -
 1/24/2011	476A 060A -
 1/26/2011	47PA 060A -
 1/28/2011	488A 060A -
 1/31/2011	491A 060A -
 2/ 2/2011	49AA 060A -
 2/ 4/2011	4A3A 0616  
 2/ 7/2011	440A 0616  
 2/ 9/2011	449A 0616  
 2/12/2011	452A 0616  
 2/14/2011	45DA 0616  
 2/16/2011	464A 0616  
 2/18/2011	46JA 0616  
 2/19/2011	46JA 0617 -
 2/20/2011	476A 0617 -
 2/22/2011	47PA 0617  
 2/23/2011	4LDA 0617  
 2/25/2011	4P4A 0617  
 2/27/2011	4PJA 0617  
 3/ 1/2011	506A 0617  
 3/ 2/2011	506A 0623  
 3/ 4/2011	50PA 0623  
 3/ 6/2011	4AEA 0623  
 3/ 9/2011	4D5A 0623  
 3/10/2011	4D5A 0623 +
 3/11/2011	4DLA 0623 +
 3/12/2011	4D66 0623 +
 3/14/2011	4DP6 0623 +
 3/16/2011	4E86 0623 +
 3/18/2011	4J16 0623 +
 3/20/2011	4JA6 0623 +
 3/21/2011	4JA6 0618  
 3/22/2011	4L36 0618  
 3/24/2011	4LE6 0618  
 3/26/2011	4P56 0618  
 3/27/2011	4P56 0624  
 3/28/2011	4PL6 0624  
 3/31/2011	5076 0624  
 4/ 2/2011	0006 0624  
 4/ 5/2011	0096 06D4  
 4/ 7/2011	0126 06D4  
 4/10/2011	01D6 06D4  
 4/12/2011	0246 06D4  
 4/14/2011	02J6 06D4  
 4/16/2011	0366 06D4  
 4/18/2011	03P6 06D4  
 4/20/2011	0486 06D5 -
 4/21/2011	0486 0631 -
 4/22/2011	0516 0631 -
 4/25/2011	05A6 0631 -
 4/27/2011	0636 0631 -
 4/30/2011	0006 0631 -
 5/ 2/2011	0096 0631 -
 5/ 5/2011	0126 0631 -
 5/ 7/2011	01D6 0631 -
 5/ 9/2011	0246 0631 -
 5/11/2011	0906 0631 -
 5/12/2011	0996 0631 -
 5/14/2011	0A26 0631 -
 5/16/2011	0AD6 063J  
 5/18/2011	0D46 063J  
 5/20/2011	0DJ6 063J  
 5/21/2011	0DJ6 063L -
 5/22/2011	0E66 063L -
 5/25/2011	0EP6 063L -
 5/27/2011	06E6 063L -
 5/30/2011	0756 063L -
 6/ 1/2011	07L6 063L -
 6/ 3/2011	0876 063L  
 6/ 5/2011	0876 0EPL  
 6/ 6/2011	0906 0EPL  
 6/ 8/2011	0996 0EPL  
 6/10/2011	0A26 0J0A  
 6/12/2011	0AD6 0J0A  
 6/14/2011	0D46 0J0A  
 6/16/2011	0DJ6 0J0A  
 6/17/2011	0DJ6 0J0A +
 6/18/2011	0E66 0J0A +
 6/21/2011	13D6 0J0A +
 6/22/2011	13D6 0J0D  
 6/23/2011	0J86 0J0D  
 6/26/2011	0L16 0J0D  
 6/28/2011	0LA6 0J0D  
 7/ 1/2011	0P36 0J0D  
 7/ 2/2011	0P36 0J0D +
 7/ 3/2011	0PE6 0J0D +
 7/ 4/2011	0PE6 0J17 +
 7/ 5/2011	1056 0J17 +
 7/ 7/2011	10L6 0J17 +
 7/ 9/2011	1176 0J17 +
 7/11/2011	1206 0J17 +
 7/14/2011	1296 0J17 +
 7/16/2011	1326 0J17 +
 7/18/2011	13D6 0J17 +
 7/21/2011	0J86 0J17 +
 7/23/2011	0L16 0J18  
 7/26/2011	0LA6 0J18  
 7/28/2011	0P36 0J18  
 7/29/2011	0P36 0J24 +
 7/30/2011	0PE6 0J24 +
 8/ 1/2011	1056 0J24 +
 8/ 3/2011	17A6 0J24 +
 8/ 5/2011	1836 0E94 +
 8/ 8/2011	18E6 0E94  
 8/10/2011	1956 0E94  
 8/12/2011	19L6 0E94  
 8/15/2011	1A76 0E94  
 8/17/2011	1446 0E94  
 8/20/2011	14J6 0E94  
 8/22/2011	1566 0EA0  
 8/23/2011	1566 0EA1 -
 8/24/2011	15P6 0EA1 -
 8/27/2011	1686 0EA1 -
 8/29/2011	1716 0EA1 -
 8/31/2011	17A6 0EA1 -
 9/ 2/2011	1836 0EA1 -
 9/ 4/2011	18E6 0EA1 -
 9/ 6/2011	1956 0EA1 -
 9/ 8/2011	19L6 0EA1 -
 9/ 9/2011	19L6 0EA1  
 9/11/2011	1A76 0EA1  
 9/13/2011	1446 0EA1  
 9/15/2011	1446 0EAJ  
 9/16/2011	14J6 0EAJ  
 9/18/2011	1566 0EAJ  
 9/19/2011	1E26 0EAJ  
 9/21/2011	1ED6 0EAJ  
 9/23/2011	1J46 0EAL -
 9/25/2011	1JJ6 0EAL -
 9/26/2011	1JJ6 0EAL  
 9/27/2011	1L66 0EAL  
 9/29/2011	1LP6 0EAL  
10/ 1/2011	1P86 0EAL  
10/ 3/2011	2016 0EAL  
10/ 6/2011	20A6 0EAL  
10/ 8/2011	2136 0EAL  
10/ 9/2011	2136 0EDA  
10/11/2011	1D06 0EDA  
10/13/2011	1D96 0EDA +
10/16/2011	1E26 0EDA +
10/18/2011	1ED6 0EDA +
10/20/2011	1J46 0EDA +
10/23/2011	1JJ6 0EDA +
10/24/2011	1JJ6 0EDD  
10/25/2011	1L66 0EDD  
10/27/2011	1LP6 0EDD  
10/29/2011	1P86 0EDD  
10/31/2011	2016 0EDD  
11/ 2/2011	20A6 0EE7  
11/ 3/2011	20A6 0EE7 +
11/ 4/2011	2136 0EE7 +
11/ 7/2011	1D06 0EE7 +
11/ 9/2011	1D96 0EE7 +
11/11/2011	2256 0EE7 +
11/12/2011	22L6 0EE7 +
11/14/2011	2376 0EE7 +
11/17/2011	2406 0EE7 +
11/19/2011	2496 0EE7 +
11/21/2011	2526 0EE7 +
11/23/2011	25D6 0EE8  
11/25/2011	2646 0EE8  
11/27/2011	26J6 0EJ4  
11/29/2011	2766 0EJ4  
12/ 2/2011	27P6 0EJ4  
12/ 4/2011	21E6 0EJ4  
12/ 7/2011	2256 0EJ4  
12/ 9/2011	22L6 0EJ4  
12/12/2011	2376 0EJ4  
12/14/2011	2406 0EJ4  
12/16/2011	2496 0EJ4  
12/18/2011	2526 0EJ4  
12/20/2011	25D6 0EJ4  
12/21/2011	25D6 0EL0  
12/22/2011	25D6 0EL1 -
12/23/2011	2646 0EL1 -
12/25/2011	26J6 0EL1 -
12/27/2011	2766 0EL1 -
12/29/2011	27P6 0EL1 -
12/31/2011	21E6 0EL1 -
 1/ 3/2012	2256 0EL1 -
 1/ 5/2012	22L6 0EL1 -
 1/ 8/2012	2376 0EL1  
 1/10/2012	2406 0EL1  
 1/12/2012	2496 0EL1  
 1/14/2012	2496 0ELJ  
 1/15/2012	2526 0ELJ  
 1/17/2012	25D6 0ELJ  
 1/19/2012	2646 0ELJ  
 1/21/2012	26J6 0ELL -
 1/23/2012	2766 0ELL -
 1/25/2012	27P6 0ELL -
 1/28/2012	21E6 0ELL  
 1/30/2012	2256 0ELL  
 2/ 2/2012	22L6 0ELL  
 2/ 4/2012	2376 0J7L  
 2/ 7/2012	2406 0J7L  
 2/ 8/2012	2406 0EPA  
 2/ 9/2012	2496 0EPA  
 2/11/2012	2526 0EPA  
 2/13/2012	25D6 0EPA  
 2/14/2012	25D6 0EPA +
 2/15/2012	2646 0EPA +
 2/17/2012	26J6 0EPA +
 2/19/2012	2766 0EPD  
 2/22/2012	27P6 0EPD  
 2/24/2012	21E6 0EPD  
 2/27/2012	2256 0EPD  
 2/29/2012	22L6 0EPD  
 3/ 2/2012	22L6 0EPD +
 3/ 3/2012	2376 0EPD +
 3/ 5/2012	2406 0J07 +
 3/ 7/2012	2496 0J07 +
 3/ 9/2012	2526 0J07 +
 3/11/2012	25D6 0J07 +
 3/13/2012	2646 0J07 +
 3/15/2012	26J6 0J07 +
 3/18/2012	2766 0J07 +
 3/20/2012	27P6 0EPE  
 3/22/2012	21E6 0EPE  
 3/24/2012	21E6 0EPE -
 3/25/2012	2256 0EPE -
 3/27/2012	22L6 0EPE -
 3/30/2012	2376 0EPE -
 4/ 1/2012	2406 0EPE -
 4/ 4/2012	2496 0J08 -
 4/ 6/2012	2526 0J08 -
 4/ 8/2012	25D6 0J08 -
 4/10/2012	2646 0J08 -
 4/12/2012	26J6 0J08 -
 4/14/2012	2766 0J08 -
 4/16/2012	27P6 0J08 -
 4/17/2012	27P6 0J08  
 4/19/2012	21E6 0J08  
 4/20/2012	21E6 0J09 -
 4/21/2012	2256 0J09 -
 4/24/2012	22L6 0J09 -
 4/26/2012	2376 0J09 -
 4/29/2012	2406 0J09 -
 5/ 1/2012	2496 0J09 -
 5/ 3/2012	2526 0J09 -
 5/ 5/2012	25D6 0J09 -
 5/ 7/2012	2646 0J09 -
 5/ 9/2012	26J6 0J09  
 5/11/2012	2766 0J09  
 5/13/2012	27P6 0J09  
 5/16/2012	21E6 0J09  
 5/18/2012	2256 0J09  
 5/21/2012	22L6 0J0A -
 5/23/2012	2376 0J0A -
 5/24/2012	2376 0J0A  
 5/26/2012	2406 0J0A  
 5/28/2012	2496 0J0A  
 5/30/2012	2526 0J0A  
 6/ 2/2012	25D6 0J0A  
 6/ 4/2012	2646 0J0A  
 6/ 6/2012	26J6 0J0A  
 6/ 7/2012	26J6 0J0A +
 6/ 8/2012	2766 0J0A +
 6/10/2012	27P6 0J0A +
 6/12/2012	21E6 13EA +
 6/15/2012	2256 13EA +
 6/17/2012	22L6 13EA +
 6/20/2012	2376 13EA +
 6/21/2012	2376 13ED  
 6/22/2012	2406 13ED  
 6/24/2012	2496 13ED  
 6/26/2012	2496 13ED +
 6/27/2012	2526 13ED +
 6/29/2012	25D6 13ED +
 7/ 1/2012	2646 13ED +
 7/ 3/2012	26J6 13ED +
 7/ 4/2012	2J96 13ED +
 7/ 5/2012	2L26 13ED +
 7/ 7/2012	2LD6 13ED +
 7/10/2012	2886 13ED +
 7/12/2012	2916 13ED +
 7/15/2012	29A6 13ED +
 7/17/2012	2A36 13ED +
 7/19/2012	2AE6 13ED +
 7/22/2012	2D56 13EE  
 7/24/2012	2DL6 13EE  
 7/26/2012	2E76 13EE  
 7/28/2012	2J06 13EE  
 7/30/2012	2J96 13EE  
 8/ 1/2012	2L26 13EE  
 8/ 4/2012	2LD6 13EE  
 8/ 6/2012	2886 13EE  
 8/ 8/2012	2916 13J8  
 8/11/2012	29A6 13J8  
 8/13/2012	2A36 13J8  
 8/16/2012	2AE6 13J8  
 8/18/2012	2D56 13J8  
 8/20/2012	2DL6 13J8  
 8/22/2012	2E76 13J8  
 8/23/2012	2E76 13J9 -
 8/24/2012	33E6 13J9 -
 8/27/2012	3456 13J9 -
 8/29/2012	34L6 13J9 -
